"repayment","account","time","behavior","usage","amount","savings","employment","rate","famgen","guaran","residence","finance","age","furthcred","home","prevcred","job","pers","phone","gastarb","dtime","damount","dage","simple.score"
0,2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,1,1,1,"8","7","2",0.63890633523443
0,2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,1,1,1,"1","5","1",0.488041446190733
0,2,48,3,6,6224,1,5,4,3,1,4,4,50,3,3,1,3,1,1,1,"3","5","3",0.49338916570405
1,3,15,2,6,1905,1,5,4,3,1,4,3,40,3,1,1,4,1,2,1,"8","7","3",0.684099850364979
1,4,21,3,1,2993,1,3,3,3,1,2,1,28,2,2,2,2,1,1,1,"7","6","2",0.869267809690928
1,4,36,3,1,8947,5,4,3,3,1,2,3,31,2,2,1,4,2,2,1,"5","4","2",0.764901448317473
1,1,24,2,2,4020,1,3,2,3,1,2,3,27,2,2,1,3,1,1,1,"7","6","2",0.510243200113818
1,2,18,2,1,2779,1,3,1,4,1,3,3,21,3,1,1,3,1,2,1,"8","6","1",0.650918249245263
1,4,21,2,0,2782,3,4,1,2,1,2,3,31,1,2,1,4,1,1,1,"7","6","2",0.837085386549649
1,4,12,2,0,1884,1,5,4,3,1,4,3,39,3,2,1,4,1,2,1,"9","7","2",0.896572288313311
1,4,36,4,1,11054,5,3,4,3,1,2,3,30,3,2,1,4,1,2,1,"5","3","2",0.700176151727951
1,2,60,3,3,9157,5,3,2,3,1,2,4,27,3,3,1,4,1,1,1,"1","4","2",0.627506246030705
1,2,42,1,1,9283,1,1,1,3,1,2,4,55,1,3,1,4,1,2,1,"4","4","3",0.448050770286886
1,4,60,2,0,6527,5,3,4,3,1,4,4,34,3,3,1,3,2,2,1,"1","5","2",0.759910449874942
1,4,15,4,1,3368,4,5,3,3,1,4,4,23,3,1,2,3,1,2,1,"8","6","1",0.952568924572607
1,1,15,2,0,2511,1,1,1,2,1,4,3,23,3,1,1,3,1,1,1,"8","6","1",0.365947571384678
1,1,36,2,1,5493,1,5,2,3,1,4,4,42,3,3,1,3,2,1,1,"5","5","3",0.402460082179683
1,4,6,2,4,1338,3,3,1,1,1,4,1,62,3,2,1,3,1,1,1,"10","8","4",0.970404246074734
1,2,9,2,3,1082,1,5,4,3,1,4,3,37,3,2,2,2,1,1,1,"9","8","2",0.616170192925748
1,4,18,4,3,1149,4,3,4,3,1,3,1,46,3,2,2,3,1,1,1,"8","8","3",0.966311366677334
1,2,15,2,5,1308,1,5,4,3,1,4,3,38,3,2,2,2,1,1,1,"8","8","2",0.564650130660254
1,2,20,0,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,1,2,1,"7","5","2",0.502546272437785
1,4,12,2,2,1736,1,4,3,2,1,4,1,31,3,2,1,2,1,1,1,"9","7","2",0.91424342031062
1,4,12,2,3,3059,4,4,2,1,1,4,1,61,3,2,1,2,1,1,1,"9","6","4",0.997463434855288
0,1,24,2,2,2996,5,3,2,4,1,4,3,20,3,2,1,3,1,1,1,"7","6","1",0.6634880354362
1,4,30,4,1,7596,5,5,1,3,1,4,3,63,3,2,2,3,1,1,1,"6","4","4",0.988366001507253
1,4,30,2,1,4811,5,4,2,2,1,4,2,24,2,1,1,2,1,1,1,"6","6","1",0.84049281437923
1,4,6,2,2,1766,1,3,1,4,1,2,2,21,3,1,1,3,1,1,1,"10","7","1",0.936894944703985
1,2,24,2,1,2760,5,5,4,3,1,4,4,36,1,3,1,3,1,2,1,"7","6","2",0.766436422181814
1,4,24,4,5,5507,1,5,3,3,1,4,4,44,3,3,2,3,1,1,1,"7","5","3",0.927092233495783
1,2,9,2,6,1199,1,4,4,2,1,4,2,67,3,2,2,4,1,2,1,"9","8","5",0.626200509938771
1,3,24,2,2,2892,1,5,3,1,1,4,4,51,3,3,1,3,1,1,1,"7","6","3",0.688650309102252
1,2,36,3,0,2862,2,5,4,3,1,3,4,30,3,3,1,3,1,1,1,"5","6","2",0.632755302617742
0,1,9,2,0,654,1,3,4,3,1,3,3,28,3,2,1,2,1,1,1,"9","9","2",0.404590881986693
0,2,9,4,6,1136,4,5,4,3,1,3,4,32,3,3,2,3,2,1,1,"9","8","2",0.827511385938848
0,2,24,2,1,4113,3,2,3,2,1,4,3,28,3,1,1,3,1,1,1,"7","6","2",0.552085836313592
0,2,6,2,0,14555,5,1,1,3,1,2,2,23,3,2,1,1,1,2,1,"10","3","1",0.680929890794289
0,1,15,0,0,950,1,5,4,3,1,3,3,33,3,1,2,3,2,1,1,"8","9","2",0.11676623274132
0,1,24,4,0,1199,1,5,4,3,1,4,3,60,3,2,2,2,1,1,1,"7","8","4",0.51452289752657
0,1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,1,1,1,"9","8","3",0.214238001436844
0,2,30,2,0,2150,1,3,4,2,3,2,4,24,1,2,1,3,1,1,1,"6","7","1",0.43009661946988
0,2,36,4,0,2820,1,2,4,1,1,4,3,27,3,2,2,3,1,1,1,"5","6","2",0.431996524902663
0,2,48,2,3,3060,1,4,4,3,1,4,1,28,3,2,2,3,1,1,1,"3","6","2",0.4537212235475
0,1,18,2,3,2600,1,3,4,3,1,4,4,65,3,3,2,3,1,1,1,"8","6","5",0.48709238063185
0,4,21,0,0,5003,5,3,1,2,1,4,2,29,1,2,2,3,1,2,1,"7","5","2",0.761316569089795
0,2,60,2,6,6288,1,3,4,3,1,4,4,42,3,3,1,3,1,1,1,"1","5","3",0.426699377695623
0,4,24,3,0,2538,1,5,4,3,1,4,3,47,3,2,2,2,2,1,1,"7","6","3",0.792413000077514
0,4,9,2,3,1478,1,4,4,3,1,2,3,22,3,2,1,3,1,1,1,"9","8","1",0.746896179929842
0,2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,1,1,1,"4","6","1",0.925625364948286
0,4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,1,1,1,"8","7","2",0.824322322003257
0,2,9,1,0,1437,2,4,2,3,1,3,4,29,3,2,1,3,1,1,1,"9","8","2",0.608131813501499
0,1,15,2,4,1275,5,3,4,2,1,2,3,24,3,1,1,3,1,1,1,"8","8","1",0.410812412784403
0,1,24,2,3,1823,1,1,4,3,1,2,3,30,2,2,1,4,2,1,1,"7","7","2",0.300792066786703
0,1,9,2,0,1422,1,2,3,3,1,2,4,27,3,3,1,4,1,2,1,"9","8","2",0.543057497947168
0,1,18,2,4,1217,1,3,4,4,1,3,1,47,3,2,1,2,1,2,1,"8","8","3",0.584336001276084
0,1,36,2,0,9271,1,4,2,3,1,1,3,24,3,2,1,3,1,2,1,"5","4","1",0.3253470407481
0,1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,1,2,1,"5","7","1",0.453245417217032
0,1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,1,2,1,"5","7","2",0.300174367562635
0,2,18,3,2,4297,1,5,4,1,1,3,4,40,3,2,1,4,1,2,1,"8","6","3",0.610851645684596
0,1,6,4,2,3384,1,3,1,1,1,4,1,44,3,1,1,4,1,2,1,"10","6","3",0.802828742524223
0,2,18,4,3,1245,1,3,4,4,1,2,3,33,3,2,1,3,1,1,1,"8","8","2",0.699908184270973
0,4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,1,2,1,"8","6","3",0.918158362918848
0,2,30,4,2,8386,1,4,2,3,1,2,2,49,3,2,1,3,1,1,1,"6","4","3",0.702944388117665
0,1,24,3,3,1024,1,2,4,4,1,4,1,48,2,2,1,3,1,1,1,"7","8","3",0.511272073404241
0,2,36,2,0,14318,1,5,4,3,1,2,4,57,3,3,1,4,1,2,1,"5","3","3",0.292007357707612
0,2,6,1,6,433,4,2,4,2,1,2,2,24,1,1,1,3,2,1,1,"10","10","1",0.589600182022338
0,1,12,1,3,2149,1,3,4,1,1,1,4,29,3,3,1,3,1,1,1,"9","7","2",0.397530270709656
0,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,1,2,1,"7","7","2",0.83203670408741
0,2,6,1,0,931,2,2,1,2,1,1,2,32,2,2,1,2,1,1,1,"10","9","2",0.573025484002732
0,2,15,3,5,1512,4,3,3,4,1,3,2,61,2,2,2,3,1,1,1,"8","7","4",0.715320463764216
0,2,24,0,9,4241,1,3,1,3,1,4,1,36,3,2,3,2,1,2,1,"7","6","2",0.620445967947013
0,2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,1,1,1,"7","6","1",0.578144039360586
0,2,15,0,0,1778,1,2,2,2,1,1,1,26,3,1,2,1,1,1,1,"8","7","2",0.407579147222009
0,3,15,2,3,2327,1,2,2,2,1,3,1,25,3,2,1,2,1,1,1,"8","7","1",0.671681494551168
0,1,24,1,2,6872,1,2,2,1,1,1,2,55,1,2,1,3,1,2,1,"7","5","3",0.31897482963171
0,1,12,2,6,795,1,2,4,2,1,4,2,53,3,2,1,3,1,1,1,"9","9","3",0.362619252220834
0,3,30,3,9,1908,1,5,4,3,1,4,1,66,3,2,1,4,1,2,1,"6","7","5",0.896350831055712
0,2,36,0,9,1953,1,5,4,3,1,4,4,61,3,3,1,4,1,2,1,"5","7","4",0.388903588998229
0,3,18,2,2,2864,1,3,2,3,1,1,1,34,3,2,1,2,2,1,1,"8","6","2",0.789887017517313
0,3,21,4,6,2319,1,2,2,1,1,1,3,33,3,1,1,3,1,1,1,"7","7","2",0.684787387233915
0,1,24,2,0,915,5,5,4,2,1,2,3,29,1,2,1,3,1,1,1,"7","9","2",0.401964279536139
0,3,24,2,0,947,1,4,4,3,1,3,4,38,1,3,1,3,2,1,1,"7","9","2",0.449418953558458
0,1,24,2,0,1381,5,3,4,2,1,2,2,35,3,2,1,3,1,1,1,"7","8","2",0.542252781309917
0,1,24,2,0,1285,5,4,4,2,1,4,4,32,3,1,1,3,1,1,1,"7","8","2",0.444250262339554
0,1,24,2,0,1371,5,3,4,2,1,4,1,25,3,1,1,3,1,1,1,"7","8","1",0.455768967461431
0,2,18,2,0,1042,5,3,4,2,1,2,2,33,3,2,1,3,1,1,1,"8","8","2",0.65142708567149
0,1,12,2,0,900,5,3,4,4,1,2,3,23,3,2,1,3,1,1,1,"9","9","1",0.50681598158637
0,1,24,2,0,1207,1,2,4,2,1,4,2,24,3,1,1,3,1,1,1,"7","8","1",0.253495274779354
0,2,18,0,0,2278,2,2,3,2,1,3,3,28,3,2,2,3,1,1,1,"8","7","2",0.376495019141124
0,1,60,3,9,6836,1,5,3,3,1,4,4,63,3,2,2,3,1,2,1,"1","5","4",0.41112250593707
0,1,24,2,2,3345,1,5,4,3,1,2,2,39,3,1,1,4,1,2,1,"7","6","2",0.55037466688436
0,1,6,1,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,1,1,1,"10","8","2",0.553083336926659
0,2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,1,2,1,"3","2","1",0.389022751452719
0,1,60,2,9,7297,1,5,4,3,2,4,4,36,3,1,1,3,1,1,1,"1","5","2",0.361672008128634
0,4,18,2,5,1943,1,2,4,2,1,4,1,23,3,2,1,3,1,1,1,"8","7","1",0.700061902903144
0,1,18,2,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,1,1,1,"8","6","1",0.527346251665885
0,2,9,1,1,5129,1,5,2,2,1,4,4,74,1,3,1,4,2,2,1,"9","5","5",0.573010471068298
0,4,18,3,2,1808,1,4,4,2,1,1,1,22,3,2,1,3,1,1,1,"8","7","1",0.807597155774533
0,3,10,2,0,1240,2,5,1,2,1,4,4,48,3,3,1,2,2,1,1,"9","8","3",0.795746942644148
0,1,12,2,0,759,1,4,4,3,1,2,1,26,3,2,1,3,1,1,1,"9","9","2",0.491334986010257
0,2,8,2,2,1237,1,3,3,2,1,4,1,24,3,2,1,3,1,1,1,"9","8","1",0.584259144412027
0,4,9,2,2,1980,1,2,2,2,2,2,3,19,3,1,2,3,1,1,1,"9","7","1",0.701564697751529
0,2,48,2,3,10961,4,4,1,3,2,2,4,27,1,2,2,3,1,2,1,"3","3","2",0.326539733647727
0,1,36,3,6,6887,1,3,4,3,1,3,2,29,2,2,1,3,1,2,1,"5","5","2",0.448697999487882
0,1,24,2,3,1938,1,2,4,1,1,3,2,32,3,2,1,3,1,1,1,"7","7","2",0.376993548899542
0,1,21,2,3,1835,1,3,3,2,1,2,1,25,3,2,2,3,1,2,1,"7","7","1",0.452384011356771
0,1,24,3,3,1659,1,2,4,2,1,2,3,29,3,1,1,2,1,2,1,"7","7","2",0.445858196096301
0,2,6,3,0,1209,1,1,4,3,1,4,2,47,3,2,1,4,1,2,1,"10","8","3",0.711010172047406
0,2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,2,1,1,"3","6","2",0.342968901391858
0,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,1,2,1,"9","6","3",0.785460433199714
0,2,12,2,5,639,1,3,4,3,1,2,3,30,3,2,1,3,1,1,1,"9","9","2",0.509316152649203
0,2,48,2,3,5951,1,3,2,2,1,2,1,22,3,2,1,3,1,1,1,"3","5","1",0.387288576831489
0,2,36,0,3,3804,1,3,4,2,1,1,3,42,3,2,1,3,1,2,1,"5","6","3",0.318686124510993
0,4,36,3,3,4463,1,3,4,3,1,2,3,26,3,2,2,4,1,2,1,"5","6","2",0.717045898619652
0,4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,1,2,1,"5","4","2",0.700000333239929
0,3,36,2,3,4210,1,3,4,3,1,2,3,26,3,2,1,3,1,1,1,"5","6","2",0.561664037821226
0,4,6,2,2,4611,1,2,1,2,1,4,2,32,3,2,1,3,1,1,1,"10","6","2",0.98627398843671
0,2,24,2,1,11560,1,3,1,2,1,4,3,23,3,1,2,4,1,1,1,"7","3","1",0.204142898629317
0,4,18,0,9,4165,1,3,2,3,1,2,3,36,2,2,2,3,2,1,1,"8","6","2",0.624590461777172
0,2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,1,2,1,"7","6","3",0.585372059267547
0,4,18,1,0,6458,1,5,2,3,1,4,4,39,1,2,2,4,2,2,1,"8","5","2",0.637275469371117
0,4,12,2,0,1386,3,3,2,2,1,2,2,26,3,2,1,3,1,1,1,"9","8","2",0.902797858552848
0,1,36,2,6,1977,5,5,4,3,1,4,4,40,3,2,1,4,1,2,1,"5","7","3",0.520910231454039
0,2,18,4,2,1928,1,2,2,3,1,2,1,31,3,2,2,2,1,1,1,"8","7","2",0.762816932170289
0,4,12,2,2,1123,3,3,4,2,1,4,3,29,3,1,1,2,1,1,1,"9","8","2",0.763481808919608
0,2,24,2,10,11328,1,3,2,3,2,3,3,29,1,2,2,4,1,2,1,"7","3","2",0.399171779876393
0,2,24,4,10,11938,1,3,2,3,2,3,3,39,3,2,2,4,2,2,1,"7","3","2",0.558809668381821
0,2,27,4,3,2520,3,3,4,3,1,2,2,23,3,2,2,2,1,1,1,"6","6","1",0.710356465651533
0,2,30,3,3,1919,2,2,4,3,1,3,4,30,2,2,2,4,1,1,1,"6","7","2",0.48502527274583
0,2,60,1,10,14782,2,5,3,2,1,4,4,60,1,3,2,4,1,2,1,"1","3","4",0.13316265647559
0,2,36,2,3,2671,2,3,4,2,2,4,4,50,3,3,1,3,1,1,1,"5","6","3",0.521356581676909
0,2,36,2,6,12612,2,3,1,3,1,4,4,47,3,3,1,3,2,2,1,"5","3","3",0.360702393874977
0,2,45,2,3,3031,2,3,4,3,3,4,2,21,3,1,1,3,1,1,1,"3","6","1",0.462480298675469
0,1,12,1,3,626,1,3,4,2,1,4,1,24,1,2,1,2,1,1,1,"9","9","1",0.241477035014163
0,2,24,4,9,1935,1,5,4,1,1,4,1,31,3,2,2,3,1,2,1,"7","7","2",0.752267581551861
0,3,24,4,0,1344,5,4,4,3,1,2,1,37,1,2,2,2,2,1,1,"7","8","2",0.820093735009008
0,4,18,2,2,1533,1,2,4,4,2,1,2,43,3,2,1,2,2,1,1,"8","7","3",0.802372770408621
0,1,48,2,0,3931,1,4,4,3,1,4,4,46,3,3,1,3,2,1,1,"3","6","3",0.274183757518555
0,1,24,1,2,3349,3,2,4,3,1,4,4,30,3,3,1,3,2,2,1,"7","6","2",0.483468090434863
0,1,36,2,3,2302,1,3,4,1,1,4,3,31,3,1,1,3,1,1,1,"5","7","2",0.195047816823439
0,1,42,2,3,3965,1,2,4,3,1,3,3,34,3,2,1,3,1,1,1,"4","6","2",0.494776342624488
0,1,12,2,3,727,2,2,4,4,1,3,4,33,3,2,1,2,1,2,1,"9","9","2",0.474266385689818
0,4,48,2,9,3914,5,3,4,1,1,2,1,38,1,2,1,3,1,1,1,"3","6","2",0.666288292849139
0,1,48,2,9,4308,1,2,3,2,1,4,2,24,3,1,1,3,1,1,1,"3","6","1",0.198806007829702
0,2,12,2,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,1,1,1,"9","7","1",0.67730865847756
0,4,18,4,0,2775,1,4,2,3,1,2,2,31,1,2,2,3,1,1,1,"8","6","2",0.920128105225877
0,1,40,4,6,5998,1,3,4,3,1,3,4,27,1,2,1,3,1,2,1,"4","5","2",0.561487563030443
0,3,15,4,3,1271,5,3,3,3,1,4,4,39,3,3,2,3,1,2,1,"8","8","2",0.9575286653235
0,2,12,2,0,1295,1,2,3,2,1,1,3,25,3,1,1,3,1,1,1,"9","8","1",0.417440080141959
0,2,36,2,1,9398,1,2,1,4,1,4,3,28,3,1,1,4,1,2,1,"5","4","2",0.442796119465702
0,2,12,2,2,951,2,2,4,2,1,4,3,27,1,1,4,3,1,1,1,"9","9","2",0.205643048238835
0,2,24,2,0,1355,1,2,3,2,1,4,3,25,3,2,1,2,1,2,1,"7","8","1",0.464522024223121
0,1,48,2,4,3051,1,3,3,3,1,4,3,54,3,2,1,3,1,1,1,"3","6","3",0.316232735057761
0,4,36,4,0,7855,1,3,4,2,1,2,1,25,2,2,2,3,1,2,1,"5","4","1",0.60302257987993
0,4,18,2,3,433,1,1,3,2,2,4,1,22,3,1,1,3,1,1,1,"8","10","1",0.82104339747246
0,4,36,3,9,9572,1,2,1,1,1,1,3,28,3,2,2,3,1,1,1,"5","4","2",0.588828708097431
0,2,24,1,6,1837,1,4,4,2,1,4,4,34,1,3,1,2,1,1,1,"7","7","2",0.443464208374422
0,2,30,4,0,4249,1,1,4,4,1,2,3,28,3,2,2,4,1,1,1,"6","6","2",0.621623529569565
0,2,30,4,0,5234,1,1,4,4,1,2,3,28,3,2,2,4,1,1,1,"6","5","2",0.58248996043183
0,1,48,2,3,6758,1,3,3,2,1,2,3,31,3,2,1,3,1,2,1,"3","5","2",0.298017388482074
0,1,9,2,3,1366,1,2,3,2,1,4,2,22,3,1,1,3,1,1,1,"9","8","1",0.369116241707844
0,1,24,1,10,1358,5,5,4,3,1,3,3,40,2,2,1,4,1,2,1,"7","8","3",0.556131029352551
0,1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,1,1,1,"8","7","1",0.357586653781266
0,3,9,0,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,1,2,1,"9","8","2",0.52151225642587
0,1,48,2,0,7763,1,5,4,3,1,4,4,42,1,3,1,4,1,1,1,"3","4","3",0.156437715045318
0,2,15,1,0,1264,2,3,2,4,1,2,2,25,3,1,1,3,1,1,1,"8","8","1",0.507227979902623
0,2,15,2,0,2631,2,3,2,2,1,4,3,28,3,1,2,3,1,2,1,"8","6","2",0.591108502602083
0,2,48,2,0,6560,2,4,3,3,1,2,2,24,3,2,1,3,1,1,1,"3","5","1",0.411198593621208
0,1,24,2,0,3123,1,2,4,2,1,1,2,27,3,2,1,3,1,1,1,"7","6","2",0.438542898523848
0,1,36,4,6,8065,1,3,3,2,1,2,4,25,3,2,2,4,1,2,1,"5","4","1",0.287948293557007
0,1,24,2,3,2439,1,2,4,2,1,4,1,35,3,2,1,3,1,2,1,"7","7","2",0.499990895496825
0,2,36,2,2,9034,2,2,4,3,2,1,4,29,3,1,1,4,1,2,1,"5","4","2",0.362325987069431
0,2,60,2,0,14027,1,4,4,3,1,2,4,27,3,2,1,4,1,2,1,"1","3","2",0.212763988994321
0,1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,1,2,1,"5","4","1",0.35244420743797
0,2,12,2,3,1484,5,3,2,4,1,1,1,25,3,2,1,3,1,2,1,"9","8","1",0.885250522487307
0,1,18,2,2,1131,1,1,4,2,1,2,3,33,3,2,1,3,1,1,1,"8","8","2",0.330892733005813
0,2,24,3,2,2064,1,1,3,2,1,2,2,34,3,2,1,4,1,2,1,"7","7","2",0.615499143147221
0,2,18,2,1,12976,1,1,3,2,1,4,4,38,3,3,1,4,1,2,1,"8","3","2",0.327181825441692
0,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,2,1,1,"7","6","3",0.84678247438626
0,4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,1,1,1,"6","6","1",0.696837997785557
0,2,27,2,9,3915,1,3,4,3,1,2,3,36,3,2,1,3,2,2,1,"6","6","2",0.597482763696793
0,4,10,2,0,1309,5,3,4,3,3,4,2,27,3,2,1,2,1,1,1,"9","8","2",1.07760002693161
0,1,24,2,0,4817,1,4,2,3,2,3,2,31,3,2,1,3,1,2,1,"7","6","2",0.710092167655222
0,1,12,2,0,2579,1,2,4,3,1,1,1,33,3,2,1,2,2,1,1,"9","6","2",0.551398720062021
0,2,36,3,0,2225,1,5,4,3,1,4,4,57,1,3,2,3,1,2,1,"5","7","3",0.473348443591108
0,1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,1,1,1,"8","6","3",0.598766771674868
0,1,18,0,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,1,1,1,"8","6","2",0.372903846346349
0,1,18,4,2,2124,1,3,4,2,1,4,1,24,3,1,2,3,1,1,1,"8","7","1",0.453887604392321
0,1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,1,1,1,"8","7","3",0.299128147514713
0,1,30,2,2,2406,1,4,4,2,1,4,1,23,3,1,1,3,1,1,1,"6","7","1",0.373918092587742
0,1,24,3,0,1333,1,1,4,3,1,2,1,43,3,3,2,3,2,1,1,"7","8","3",0.437383762106638
0,1,48,0,2,7119,1,3,3,3,1,4,4,53,3,3,2,3,2,1,1,"3","5","3",0.0757960521176697
0,1,24,3,0,4870,1,3,3,3,1,4,4,53,3,3,2,3,2,1,1,"7","6","3",0.488321207057266
0,1,12,4,0,691,1,5,4,3,1,3,2,35,3,2,2,3,1,1,1,"9","9","2",0.572818620538426
0,1,42,3,3,4370,1,4,3,3,1,2,2,26,1,2,2,3,2,2,1,"4","6","2",0.56844087605877
0,1,36,1,2,2746,1,5,4,3,1,4,3,31,1,2,1,3,1,1,1,"5","6","2",0.281829114967641
0,1,24,0,2,4110,1,5,3,3,1,4,4,23,1,1,2,3,2,1,1,"7","6","1",0.123132422837018
0,1,18,2,2,2462,1,3,2,3,1,2,3,22,3,2,1,3,1,1,1,"8","7","1",0.4599282421994
0,1,12,2,2,1282,1,3,2,2,1,4,3,20,3,1,1,3,1,1,1,"9","8","1",0.391929303349928
0,2,12,0,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,1,1,1,"9","6","1",0.3211497718223
0,1,48,0,1,4605,1,5,3,3,1,4,4,24,3,3,2,3,2,1,1,"3","6","1",0.123372960274624
0,1,48,4,1,6331,1,5,4,3,1,4,4,46,3,3,2,3,1,2,1,"3","5","3",0.44569185799193
0,1,24,1,2,3552,1,4,3,3,1,4,3,27,1,2,1,3,1,1,1,"7","6","2",0.404892965863919
0,1,12,1,0,697,1,2,4,3,1,2,3,46,1,2,2,3,1,2,1,"9","9","3",0.208038334677481
0,1,24,2,0,1442,1,4,4,2,1,4,3,23,3,1,2,3,1,1,1,"7","8","1",0.232984403389685
0,1,27,0,9,5293,1,1,2,3,1,4,2,50,3,2,2,3,1,2,1,"6","5","3",0.359665559160443
0,1,21,3,6,3414,1,2,2,3,1,1,2,26,2,2,2,3,1,1,1,"7","6","2",0.5538548713373
0,1,18,2,2,2039,1,3,1,2,1,4,1,20,3,1,1,3,1,1,1,"8","7","1",0.466528746704788
0,1,24,1,9,3161,1,3,4,3,1,2,2,31,1,1,1,3,1,2,1,"7","6","2",0.391659551823105
0,1,12,2,8,902,1,4,4,4,1,4,2,21,3,1,1,3,1,1,1,"9","9","1",0.405892095458987
0,1,48,2,1,10297,1,4,4,3,1,4,4,39,3,3,3,3,2,2,1,"3","3","2",0.00563934366093911
0,2,48,0,9,14421,1,3,2,3,1,2,3,25,2,2,1,3,1,2,1,"3","3","1",0.0442126463025906
0,2,18,4,0,1056,1,5,3,3,3,3,1,30,3,2,2,3,1,1,1,"8","8","2",0.885376340128873
0,1,12,2,0,1274,1,2,3,2,1,1,1,37,1,2,1,2,1,1,1,"9","8","2",0.449606025831291
0,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,1,1,1,"9","8","3",0.601149367363014
0,1,12,2,0,1372,1,4,2,1,1,3,3,36,3,2,1,3,1,1,1,"9","8","2",0.494483114681506
0,1,16,4,0,2625,1,5,2,3,3,4,2,43,3,1,1,3,1,2,0,"8","6","3",0.96183837543587
0,1,20,4,0,2235,1,3,4,4,3,2,2,33,1,1,2,3,1,1,0,"7","7","2",0.688868439995427
0,2,9,2,2,959,1,3,1,2,1,2,3,29,1,2,1,3,1,1,1,"9","9","2",0.482277408926744
0,2,18,4,0,884,1,5,4,3,1,4,3,36,3,2,1,3,2,2,1,"8","9","2",0.62078490421984
0,2,24,2,0,1246,1,2,4,3,1,2,1,23,1,2,1,2,1,1,1,"7","8","1",0.419120156545521
0,2,36,3,0,8086,2,5,2,3,1,4,3,42,2,2,4,4,1,2,1,"5","4","3",0.422726482575735
0,4,48,4,0,10127,3,3,2,3,1,2,4,44,3,3,1,3,1,1,1,"3","3","3",0.591765520153068
0,2,12,2,0,888,1,5,4,3,1,4,3,41,1,2,1,2,2,1,1,"9","9","3",0.419405642501645
0,4,12,2,6,719,1,5,4,3,1,4,3,41,1,2,1,2,2,1,1,"9","9","3",0.637295695649192
0,2,36,2,0,12389,5,3,1,3,1,4,4,37,1,3,1,3,1,2,1,"5","3","2",0.432537948312222
0,1,12,2,3,709,1,5,4,3,1,4,1,57,3,2,1,2,1,1,1,"9","9","3",0.52316024894377
0,2,15,1,0,6850,2,1,1,3,1,2,2,34,2,2,1,4,2,2,1,"8","5","2",0.544765273080132
0,4,10,2,2,2210,1,3,2,3,1,2,1,25,3,1,1,2,1,1,1,"9","7","1",0.834753973140116
0,4,30,1,1,7485,5,1,4,2,1,1,1,53,1,2,1,4,1,2,1,"6","5","3",0.706703851449779
0,1,18,1,0,1442,1,4,4,3,1,4,4,32,1,3,2,2,2,1,1,"8","8","2",0.258161343898111
0,4,12,4,3,797,5,5,4,2,1,3,2,33,3,2,1,2,2,1,1,"9","9","2",0.983320439913859
0,2,45,4,3,4746,1,2,4,3,1,2,2,24,1,2,2,2,1,1,1,"3","6","1",0.360398187651698
0,3,12,4,0,939,3,4,4,4,1,2,1,28,3,2,3,3,1,2,1,"9","9","2",0.88776555927965
0,2,21,2,9,1188,1,5,2,2,1,4,2,39,3,2,1,3,2,1,1,"7","8","2",0.615799073494833
0,4,48,4,1,11590,2,3,2,2,1,4,3,24,3,1,2,2,1,1,1,"3","3","1",0.365295737583121
0,3,12,1,9,609,1,2,4,2,1,1,1,26,1,2,1,1,1,1,1,"9","9","2",0.504682890093596
0,1,18,4,5,1190,1,1,2,2,1,4,4,55,3,3,3,1,2,1,1,"8","8","3",0.435086959089692
0,2,21,2,9,2767,2,5,4,1,1,2,3,61,3,1,2,2,1,1,1,"7","6","4",0.47483282857516
0,2,30,2,2,3441,2,3,2,2,2,4,3,21,1,1,1,3,1,1,1,"6","6","1",0.492670144884326
